,real,real,real,real,sys,sys,sys,user,user,user
,average,std,max,len,average,std,max,average,std,max
library,,,,,,,,,,
termcolor,1.5245,0.06287818911726598,1.617,4.0,0.17525000000000002,0.027475746880961507,0.19699999999999998,1.331,0.06698258480132491,1.4180000000000001
terminado,1.38625,0.07956286822381402,1.44,4.0,0.126,0.013638181696985862,0.14300000000000002,1.19225,0.08588509765960563,1.264
tesseract-ocr,3.39,,3.39,1.0,0.326,,0.326,2.9789999999999996,,2.9789999999999996
testfixtures,1.122,,1.122,1.0,0.133,,0.133,0.9540000000000001,,0.9540000000000001
testpath,0.91225,0.034509660483213515,0.9640000000000001,4.0,0.10975,0.00994568583189046,0.124,0.76075,0.0326330609454073,0.804
text-unidecode,0.8849999999999999,0.007874007874011772,0.8959999999999999,4.0,0.1015,0.004203173404306166,0.107,0.75175,0.005251983752196239,0.759
textatistic,2.991,,2.991,1.0,0.27899999999999997,,0.27899999999999997,2.585,,2.585
textblob,3.53075,0.21186847335080303,3.843,4.0,0.227,0.02356551152284484,0.243,3.14825,0.18196954873458038,3.4160000000000004
texthero,32.697250000000004,0.7819660585131997,33.668,4.0,2.9839999999999995,0.053559935275041534,3.0389999999999997,28.36125,0.4481178230480588,28.726999999999997
textmining3,1.627,0.1263909279444798,1.786,4.0,0.125,0.024508501926202395,0.155,1.2855,0.07033491309442276,1.374
texttable,0.894,,0.894,1.0,0.099,,0.099,0.765,,0.765
textwrap3,0.8009999999999999,,0.8009999999999999,1.0,0.066,,0.066,0.708,,0.708
textx,1.391,,1.391,1.0,0.11,,0.11,0.987,,0.987
tf-agents,13.308250000000001,0.23712356132053458,13.647,4.0,1.2582499999999999,0.0521368391830575,1.334,11.716,0.18841974418834087,11.95
tflearn,4.8905,0.16933694221876106,5.14,4.0,0.483,0.02437211521390791,0.504,4.3255,0.19115874729309862,4.606
tfp-nightly,5.98,,5.98,1.0,0.42,,0.42,5.305,,5.305
tfx,84.01724999999999,13.189948985875576,103.522,4.0,6.6875,0.18676455766552721,6.9670000000000005,66.821,1.265996577141238,68.184
theano,8.5825,0.26435140753676084,8.869,4.0,0.9364999999999999,0.13208204520928143,1.055,7.60525,0.24168074671626935,7.827000000000001
there,0.8714999999999999,0.02587791851495532,0.903,4.0,0.10950000000000001,0.008346656017032607,0.11900000000000001,0.711,0.03657868231634379,0.7490000000000001
thinc,6.632999999999999,0.3110316168280429,7.067,4.0,0.56,0.03527983371087035,0.611,5.8107500000000005,0.2412141165023314,6.1370000000000005
thop,36.82925,4.862222631335044,40.838,4.0,4.01975,0.1635081547405717,4.198,22.432000000000002,0.9190629285672812,23.408
threadpoolctl,0.87525,0.05212405075074915,0.909,4.0,0.1075,0.012974333637352385,0.12300000000000001,0.7302500000000001,0.03805587996617602,0.77
tifffile,3.361,0.03399019466453991,3.387,4.0,0.29425,0.02724426545165055,0.311,3.00225,0.036654922361578246,3.049
tiingo,1.8485,0.11231058127650607,1.973,4.0,0.167,0.018018509002319424,0.19399999999999998,1.5517500000000002,0.07694316083967434,1.6030000000000002
tikzplotlib,6.62,,6.62,1.0,0.409,,0.409,5.955,,5.955
timesketch_api_client,14.446,,14.446,1.0,1.141,,1.141,12.755,,12.755
tinydb,0.93025,0.0414517792139252,0.963,4.0,0.09675,0.01851800925225675,0.111,0.7935,0.057425313814263655,0.831
tk,0.904,,0.904,1.0,0.109,,0.109,0.745,,0.745
toml,0.884,0.05201922721455983,0.929,4.0,0.10350000000000001,0.01713670524536927,0.122,0.7515000000000001,0.042930175867331354,0.802
toolz,0.9635,0.011357816691600553,0.972,4.0,0.11875,0.014032699906527854,0.136,0.817,0.016753109164172133,0.833
torch,51.66275,38.02543002057965,108.647,4.0,4.073,0.167541039748475,4.236000000000001,22.137500000000003,0.7574635304752311,23.148000000000003
torch-cluster,28.71,,28.71,1.0,3.763,,3.763,24.307,,24.307
torch-geometric,17.296,,17.296,1.0,1.3230000000000002,,1.3230000000000002,15.562999999999999,,15.562999999999999
torch-scatter,14.338,,14.338,1.0,1.692,,1.692,11.735999999999999,,11.735999999999999
torch-sparse,7.685,,7.685,1.0,0.92,,0.92,5.756,,5.756
torchsummary,0.889,,0.889,1.0,0.11599999999999999,,0.11599999999999999,0.7440000000000001,,0.7440000000000001
torchtext,38.91275,4.269321599114624,43.352,4.0,4.3149999999999995,0.1287296909548582,4.454,25.18025,0.4007753942879547,25.581999999999997
torchvision,35.0705,3.5946251079447302,37.88,4.0,4.249499999999999,0.08005623023850138,4.356,25.037750000000003,0.5322683377144779,25.698
torchviz,40.4355,5.562570419029918,46.585,4.0,4.14475,0.30865447240131366,4.5169999999999995,22.7975,0.6779727133152185,23.755
tornado,1.19975,0.037535538715551583,1.249,4.0,0.11149999999999999,0.021393145319626727,0.14300000000000002,1.048,0.033506218328344106,1.0979999999999999
tornado-json,3.0817499999999995,0.08740471001801524,3.1910000000000003,4.0,0.39625,0.03741991448413532,0.444,2.64425,0.10499007889637309,2.7539999999999996
toyplot,7.082999999999999,,7.082999999999999,1.0,0.628,,0.628,6.22,,6.22
toytree,9.339,,9.339,1.0,0.9059999999999999,,0.9059999999999999,7.937,,7.937
tpot,20.139499999999998,1.7359858870394091,22.509,4.0,1.99825,0.11611309142383555,2.125,16.6005,0.14604679615337876,16.755
tqdm,1.04625,0.042523522902036225,1.0959999999999999,4.0,0.10074999999999999,0.013200378782444087,0.12,0.915,0.03286335345031002,0.9470000000000001
traitlets,1.2015,0.05288036812781591,1.273,4.0,0.10075,0.01918984106239549,0.128,1.023,0.04959166596650425,1.093
traittypes,1.3094999999999999,0.04723346271447801,1.3769999999999998,4.0,0.10125,0.013768926368215254,0.115,1.08225,0.02083866598417471,1.103
transformers,8.54275,0.1649573177117846,8.754,4.0,0.48675,0.029055980451535266,0.523,7.67625,0.21502461099449388,7.952000000000001
transonic,4.055,,4.055,1.0,0.336,,0.336,3.529,,3.529
treeinterpreter,0.863,,0.863,1.0,0.102,,0.102,0.713,,0.713
triangle,3.47,,3.47,1.0,0.255,,0.255,3.0039999999999996,,3.0039999999999996
tsfresh,26.418750000000003,0.2138042328860674,26.636999999999997,4.0,1.8395000000000001,0.0672036705346764,1.902,23.694250000000004,0.27039770092711063,23.974
turicreate,36.671,,36.671,1.0,3.161,,3.161,29.774,,29.774
twarc,5.4270000000000005,,5.4270000000000005,1.0,0.526,,0.526,4.571000000000001,,4.571000000000001
tweepy,2.2325,0.11148841494373594,2.3209999999999997,4.0,0.192,0.0201825006709608,0.221,1.8767500000000001,0.11831701765454819,1.993
twine,6.172999999999999,,6.172999999999999,1.0,0.342,,0.342,5.422000000000001,,5.422000000000001
twisted,4.122,,4.122,1.0,0.32899999999999996,,0.32899999999999996,3.635,,3.635
twitter,1.0170000000000001,,1.0170000000000001,1.0,0.113,,0.113,0.852,,0.852
twython,2.016,0.12938572821863567,2.15,4.0,0.169,0.029086079144497963,0.21100000000000002,1.7015,0.1493820605025919,1.83
typed-ast,1.0375,0.07294518489934759,1.123,4.0,0.11000000000000001,0.021924111536540457,0.141,0.87475,0.05819722215592997,0.9309999999999999
typeguard,0.924,,0.924,1.0,0.073,,0.073,0.823,,0.823
typer,1.136,,1.136,1.0,0.1,,0.1,0.9890000000000001,,0.9890000000000001
typing,1.60175,0.020998015779274657,1.619,4.0,0.19074999999999998,0.013696106502701177,0.2,1.3904999999999998,0.007593857166596356,1.401
typing-extensions,0.89075,0.05108408101682295,0.94,4.0,0.09025,0.011586630226256464,0.106,0.7695000000000001,0.05261495351450325,0.8240000000000001
tzlocal,1.27475,0.04652866499983286,1.32,4.0,0.1305,0.018211717839530312,0.151,1.101,0.06088787509293894,1.156
ujson,0.9962500000000001,0.06736653471865689,1.09,4.0,0.10125,0.020072784228070278,0.11900000000000001,0.82325,0.03718758753491102,0.8690000000000001
uk_covid19,0.77775,0.02903302717021889,0.818,4.0,0.08700000000000001,0.007527726527090809,0.096,0.66725,0.02506491571898856,0.693
umap,1.633,,1.633,1.0,0.153,,0.153,1.4469999999999998,,1.4469999999999998
umap-learn,12.8805,0.2637606237986761,13.169,4.0,1.1255000000000002,0.06871438471431336,1.187,11.554499999999999,0.1239905910408806,11.674000000000001
uncertainties,2.3365,0.105212483416497,2.481,4.0,0.2915,0.024852900568478272,0.327,1.9794999999999998,0.05661860707105616,2.026
unicodecsv,1.6595000000000002,0.03796928583298155,1.6909999999999998,4.0,0.1985,0.047472799229313065,0.26,1.44125,0.03449999999999991,1.484
unidecode,1.1520000000000001,0.05577932711438286,1.234,4.0,0.11825,0.008220908303425685,0.129,0.968,0.015340577998671803,0.981
unittest2,1.213,,1.213,1.0,0.156,,0.156,0.977,,0.977
update,1.095,,1.095,1.0,0.107,,0.107,0.7959999999999999,,0.7959999999999999
update-checker,1.7765,0.14110634287656956,1.982,4.0,0.156,0.024041630560342617,0.192,1.4982499999999999,0.08756473795617357,1.615
uproot,3.502,0.06618660488850203,3.577,4.0,0.33275,0.02295466546623293,0.365,3.1035,0.04954795656734953,3.1519999999999997
uproot-methods,3.799,0.17026058459510449,4.027,4.0,0.3135,0.029126162351626943,0.33799999999999997,3.358,0.11751028323796475,3.472
uproot4,3.63975,0.14329776690514068,3.7889999999999997,4.0,0.3115,0.026488991424111735,0.35,3.2207500000000002,0.14054506987677182,3.384
uritemplate,0.8765000000000001,0.011357816691600495,0.893,4.0,0.1,0.014899664425751337,0.11599999999999999,0.74925,0.01851800925225668,0.765
urlextract,1.2352500000000002,0.07095244886541961,1.3219999999999998,4.0,0.11875,0.017308475765743597,0.134,1.00675,0.06055507135382363,1.067
urllib3,1.0462500000000001,0.03578058132562957,1.0759999999999998,4.0,0.10149999999999999,0.019070046320517064,0.121,0.903,0.03001110905425965,0.919
us,2.4639999999999995,0.051967938834118425,2.53,4.0,0.29475,0.042828144951655316,0.33299999999999996,2.1347500000000004,0.07249999999999979,2.215
utils,0.862,,0.862,1.0,0.13,,0.13,0.7,,0.7
utm,1.5759999999999998,,1.5759999999999998,1.0,0.203,,0.203,1.3359999999999999,,1.3359999999999999
uuid,1.57,,1.57,1.0,0.22699999999999998,,0.22699999999999998,1.325,,1.325
uvicorn,1.6844999999999999,0.10199509792141967,1.805,4.0,0.13025,0.01645954636879968,0.149,1.43675,0.09774925404659948,1.547
vadersentiment,1.8105,0.08354439937342693,1.88,4.0,0.15975,0.016800297616411428,0.183,1.52725,0.08542979573895751,1.6119999999999999
vaex,35.877500000000005,0.8208907763318217,36.775999999999996,4.0,2.88375,0.1301086084776869,2.99,30.919,0.39815909717934006,31.329
validators,1.0514999999999999,0.06193814118403396,1.09,4.0,0.10849999999999999,0.014341083176199301,0.125,0.8882500000000001,0.062441305773235346,0.934
vdom,5.500500000000001,0.15863269944539626,5.614,4.0,0.50125,0.045419342428822874,0.561,4.6475,0.17663049944257467,4.798
vega,17.7845,0.20768967234795474,17.948,4.0,1.428,0.10945623173975372,1.5630000000000002,15.473500000000001,0.18685199133717273,15.664000000000001
vega-datasets,6.5009999999999994,0.19129558280315842,6.782,4.0,0.49424999999999997,0.03456756668709362,0.5379999999999999,5.8245,0.10197548725061291,5.962999999999999
vega_datasets,6.5405,0.0690917264704442,6.606,4.0,0.5262500000000001,0.03056550343115589,0.555,5.90125,0.06154876115731288,5.959
version_information,1.681,,1.681,1.0,0.16899999999999998,,0.16899999999999998,1.4509999999999998,,1.4509999999999998
vibration_toolbox,19.625,,19.625,1.0,1.4769999999999999,,1.4769999999999999,17.187,,17.187
vincent,7.336,,7.336,1.0,0.579,,0.579,6.644,,6.644
virtualenv,2.2505,0.10588200980336562,2.3930000000000002,4.0,0.19524999999999998,0.02437724348649783,0.228,1.8925,0.10139855357285267,2.032
virtualenv-clone,0.879,,0.879,1.0,0.098,,0.098,0.755,,0.755
visdom,10.203,0.24686298493968947,10.507,4.0,0.9259999999999999,0.03331666249791535,0.958,9.00625,0.25195551856098186,9.308
visions,8.28475,0.3911098524285308,8.857000000000001,4.0,5.36675,0.5371141250547531,6.167999999999999,10.0175,0.15037397824535087,10.209
voila,10.80225,0.4483595097686675,11.433,4.0,0.72875,0.0471266025368546,0.799,9.244250000000001,0.29077525685656297,9.567
voila-gridstack,10.937750000000001,0.5542264128194061,11.335,4.0,0.752,0.05921711464320656,0.8,9.253499999999999,0.4740369183934939,9.663
voila-hover,10.717500000000001,0.4827632269895188,11.344000000000001,4.0,0.77225,0.06885431480064748,0.8270000000000001,8.999749999999999,0.12399563164348447,9.124
voila-material,10.909749999999999,0.374336190253272,11.421,4.0,0.7424999999999999,0.04863811948119156,0.8109999999999999,9.407,0.3669804717783585,9.915
voila-materialscloud-template,11.97175,0.3329848595156639,12.321,4.0,0.9974999999999999,0.07398423255442113,1.047,10.20825,0.20450651986346727,10.435
voila-osscar-template,11.26175,0.4418041609884029,11.703,4.0,0.81225,0.06749506154774093,0.889,9.62,0.29779747032729076,9.957
voila-vuetify,10.61975,0.5548197154632,11.335999999999999,4.0,0.744,0.03246536616149582,0.7879999999999999,9.15875,0.5321837871763234,9.871
vpnotebook,1.617,,1.617,1.0,0.23800000000000002,,0.23800000000000002,1.2919999999999998,,1.2919999999999998
vpython,20.721249999999998,0.3936956311670217,21.276999999999997,4.0,1.4965,0.07517313349861106,1.5919999999999999,17.97925,0.24274866975262055,18.323
vtk,4.527,0.22016811758290536,4.852,4.0,0.703,0.05344155686354951,0.7829999999999999,3.7407500000000002,0.19679833163249447,4.021
w3lib,1.016,,1.016,1.0,0.09,,0.09,0.885,,0.885
wand,1.00375,0.04798176737053355,1.067,4.0,0.102,0.016772994167212167,0.125,0.866,0.04646862740961185,0.9329999999999999
wandb,8.05425,0.19003398818807835,8.285,4.0,0.63525,0.04444753461479428,0.677,7.03225,0.31813244097388094,7.316
wasabi,0.90325,0.03222188697143602,0.934,4.0,0.11099999999999999,0.019765289440498133,0.138,0.764,0.049057789051960586,0.815
watchdog,0.9635,0.04564719779643289,1.03,4.0,0.11524999999999999,0.017632829230349475,0.131,0.81775,0.05519888283893675,0.899
watermark,4.00725,0.184340943182282,4.168,4.0,0.31174999999999997,0.032622844756397304,0.358,3.44075,0.16479558044235687,3.612
wcwidth,0.9332499999999999,0.006701989754294348,0.94,4.0,0.10049999999999998,0.01629928423786353,0.11699999999999999,0.80725,0.018006943105369107,0.8270000000000001
webcolors,0.9059999999999999,,0.9059999999999999,1.0,0.106,,0.106,0.77,,0.77
webdriver-manager,2.194,,2.194,1.0,0.21100000000000002,,0.21100000000000002,1.83,,1.83
webdriver_manager,2.138,0.14573949361789343,2.222,4.0,0.1935,0.0064549722436790255,0.201,1.7785,0.12917301059689937,1.861
webencodings,0.935,0.023166067138525374,0.968,4.0,0.0925,0.02223360819420306,0.11,0.77625,0.01454590434910581,0.787
websocket-client,0.974,0.04562893818619935,1.006,4.0,0.11049999999999999,0.024556058315617357,0.14300000000000002,0.8205,0.05500000000000003,0.877
websockets,1.05975,0.030026377292862533,1.0959999999999999,4.0,0.1235,0.013964240043768937,0.134,0.9,0.03221800738717402,0.9329999999999999
welly,10.91675,0.12372920700734485,11.005999999999998,4.0,0.925,0.06722102845588328,1.012,9.652999999999999,0.13213377060136136,9.823
werkzeug,1.1745,0.031932219883163006,1.207,4.0,0.11550000000000002,0.03596757799277936,0.147,1.0065,0.02801785145224379,1.043
wget,1.5837500000000002,0.060747427929090256,1.669,4.0,0.17800000000000002,0.013589211407093,0.196,1.3864999999999998,0.05744852768638494,1.465
wheel,0.9702500000000001,0.039347808071098514,0.998,4.0,0.078,0.020944370763206675,0.107,0.85075,0.04242935304715357,0.883
whoosh,1.226,,1.226,1.0,0.14800000000000002,,0.14800000000000002,1.047,,1.047
widget_code_input,12.116,0.36427279155416914,12.617,4.0,0.86975,0.0497619332421882,0.943,10.284999999999998,0.123031161364375,10.432
widgetsnbextension,11.8205,0.06150609725872732,11.9,4.0,0.91925,0.0475490974327239,0.9890000000000001,10.0975,0.07680928763285476,10.189
wikipedia,2.5989999999999998,,2.5989999999999998,1.0,0.263,,0.263,2.2159999999999997,,2.2159999999999997
win-inet-pton,0.86675,0.04231922337031557,0.907,4.0,0.0965,0.043393547907494265,0.147,0.7272500000000001,0.018154430129677195,0.75
win-unicode-console,1.62325,0.0238100118997591,1.651,4.0,0.19324999999999998,0.018391574157749523,0.21600000000000003,1.4127500000000002,0.034412933615139384,1.443
wincertstore,0.8915,0.03637306695894638,0.941,4.0,0.09575,0.015671098663888675,0.114,0.76075,0.03544361719689456,0.7929999999999999
wordcloud,5.870000000000001,0.31993749389529175,6.274,4.0,0.41600000000000004,0.0074386378681404785,0.42700000000000005,5.269500000000001,0.26699375772977735,5.577000000000001
wrapt,1.62475,0.02191460700081114,1.652,4.0,0.2075,0.02901149197588202,0.23600000000000002,1.3927500000000002,0.0437749928612215,1.435
ws4py,1.4180000000000001,,1.4180000000000001,1.0,0.212,,0.212,1.175,,1.175
wtforms,1.08425,0.06299933862086705,1.1320000000000001,4.0,0.11875,0.015819292019556376,0.13,0.9137500000000001,0.048910632790836045,0.9520000000000001
x3d,1.5430000000000001,,1.5430000000000001,1.0,0.19,,0.19,1.288,,1.288
xarray,7.1565,0.0853795447789848,7.233,4.0,0.54325,0.03592932878118751,0.5870000000000001,6.47425,0.12131055189059167,6.609
xesmf,3.196,,3.196,1.0,0.364,,0.364,2.506,,2.506
xgboost,13.9005,2.4445346523759217,16.613,4.0,1.485,0.07809396050058343,1.5590000000000002,9.92225,0.768122548816268,11.054
xlrd,0.944,0.04868264577855231,0.986,4.0,0.09800000000000002,0.02853068523537421,0.135,0.8105,0.025304808502206295,0.8320000000000001
xlsxwriter,1.1260000000000001,0.05162040940041699,1.156,4.0,0.11199999999999999,0.018708286933869712,0.132,0.9797499999999999,0.06547454976299315,1.021
xlutils,1.29525,0.041161268202036874,1.354,4.0,0.13375,0.026411802917130307,0.158,1.0924999999999998,0.02272296928953901,1.113
xlwings,31.561,,31.561,1.0,4.438,,4.438,25.561,,25.561
xlwt,1.00725,0.009673847907287564,1.015,4.0,0.10825,0.016070158679988195,0.126,0.8644999999999999,0.01782320584705979,0.884
xmltodict,0.8692500000000001,0.03848268008684774,0.922,4.0,0.10875,0.006849574196011502,0.115,0.72825,0.0347407061912487,0.767
xxhash,1.06675,0.07210351355285441,1.141,4.0,0.10525,0.011236102527122118,0.11800000000000001,0.9182499999999999,0.0637200910231616,0.988
yapf,1.0745,0.02033879708012907,1.103,4.0,0.11725,0.020205197351176738,0.141,0.9247500000000001,0.03194135250736892,0.9690000000000001
yarg,1.7705000000000002,0.06312685640834656,1.85,4.0,0.15649999999999997,0.030751693720292326,0.188,1.50575,0.026030430909482403,1.54
yarl,1.88125,0.0584886028783956,1.9380000000000002,4.0,0.12575,0.01281600561797629,0.142,1.669,0.0652431350156219,1.733
yellowbrick,11.312999999999999,0.1785702476151428,11.554,4.0,0.9364999999999999,0.07770671356667537,1.041,10.13825,0.21901198597337046,10.402999999999999
yfinance,9.408000000000001,0.10802160277771586,9.555,4.0,0.74025,0.0402854398842394,0.7829999999999999,8.479,0.10639862154495537,8.57
youtube-dl,2.38,,2.38,1.0,0.209,,0.209,2.116,,2.116
youtube_dl,2.55,,2.55,1.0,0.196,,0.196,2.299,,2.299
z3-solver,2.13,,2.13,1.0,0.20800000000000002,,0.20800000000000002,1.881,,1.881
zarr,4.67775,0.15309773566799317,4.904,4.0,0.4835,0.01360147050873547,0.49700000000000005,3.9597499999999997,0.10040708806321075,4.044
zeep,3.895,,3.895,1.0,0.223,,0.223,3.3939999999999997,,3.3939999999999997
zfit,54.193,5.589699335981019,59.458999999999996,4.0,4.7865,0.0561515805654659,4.823,40.98125,0.27116093007658415,41.222
zict,0.92025,0.04224827412648554,0.971,4.0,0.11525,0.02338624952117519,0.14800000000000002,0.7645000000000001,0.03480900266693469,0.805
zipfile2,0.9620000000000001,,0.9620000000000001,1.0,0.12,,0.12,0.787,,0.787
zipp,0.8929999999999999,0.04221374183841085,0.95,4.0,0.103,0.011916375287812983,0.11800000000000001,0.7615000000000001,0.054433445601027315,0.8290000000000001
zope.interface,1.3515,0.06746109990209176,1.446,4.0,0.12225,0.01658061116686194,0.14,1.1855,0.06483054835492298,1.274
zstandard,1.2277500000000001,0.08146727359293836,1.29,4.0,0.12675,0.019822125684867076,0.155,1.035,0.06698756103436908,1.0759999999999998
