,real,real,real,real,sys,sys,sys,user,user,user
,average,std,max,len,average,std,max,average,std,max
library,,,,,,,,,,
nbserverproxy,11.58125,0.10368019740207551,11.707,4.0,0.88175,0.05438979683727455,0.93,9.863,0.08033679107357963,9.952
nbsphinx,11.26425,0.15521893140550416,11.466,4.0,0.8507499999999999,0.06950479599759049,0.9309999999999999,9.6575,0.0854848914526234,9.765
nbstripout,3.10775,0.14440308168456809,3.236,4.0,0.28625,0.051538820320220766,0.331,2.6335,0.10617438485811907,2.742
nbval,8.718499999999999,0.29003045817063244,9.017000000000001,4.0,0.55825,0.05059891303180338,0.602,7.54625,0.29276768378129914,7.907
nbzip,11.777999999999999,,11.777999999999999,1.0,0.737,,0.737,10.168,,10.168
ncbi-datasets-pylib,116.1555,1.270231081339134,117.442,4.0,15.526499999999999,0.3510693188911077,15.876,98.30050000000001,0.509303118650041,98.794
ndlib,14.408,,14.408,1.0,1.615,,1.615,12.422,,12.422
neat-python,0.973,,0.973,1.0,0.098,,0.098,0.825,,0.825
nest-asyncio,0.8995,0.029285946572830276,0.924,4.0,0.09925,0.011701139545645401,0.114,0.7727499999999999,0.03544361719689453,0.8029999999999999
nest_asyncio,0.915,,0.915,1.0,0.068,,0.068,0.8109999999999999,,0.8109999999999999
nestpy,3.657,,3.657,1.0,0.376,,0.376,2.907,,2.907
netcdf4,3.6392499999999997,0.07849150697156149,3.727,4.0,0.34725,0.043942196880295666,0.381,3.1617499999999996,0.12707576480194782,3.287
netifaces,0.977,,0.977,1.0,0.094,,0.094,0.852,,0.852
networkx,1.9275000000000002,0.07117349693998926,2.013,4.0,0.176,0.008082903768654767,0.183,1.6917499999999999,0.06247332764201596,1.77
neurokit2,14.782499999999999,0.588773017950608,15.623,4.0,1.0685,0.0920344138533697,1.185,13.323999999999998,0.4228009776084575,13.898
neuromllite,4.677,,4.677,1.0,0.401,,0.401,4.02,,4.02
nfstream,8.544,,8.544,1.0,0.618,,0.618,7.322,,7.322
nglview,19.05925,0.12006213669041109,19.179000000000002,4.0,1.49575,0.05874450328896023,1.5659999999999998,16.42225,0.10053316202461052,16.552
nibabel,4.180250000000001,0.08189576708638001,4.245,4.0,0.43875,0.03921203046685206,0.469,3.64525,0.07193689364065334,3.7239999999999998
nikola,10.338,,10.338,1.0,1.06,,1.06,8.798,,8.798
nilearn,14.430499999999999,0.9800015306110508,15.699000000000002,4.0,1.1205,0.1333679121828035,1.295,12.952,0.8389306685696177,14.11
nipype,12.77475,0.20901096462466706,12.994000000000002,4.0,0.9889999999999999,0.07451621747422946,1.0759999999999998,11.238999999999999,0.1748465994331422,11.424000000000001
nistats,14.19725,0.3008303785635127,14.634,4.0,1.08275,0.11912003749719588,1.195,12.5725,0.12519984025548975,12.684000000000001
niwidgets,144.47575,241.45318785549992,506.655,4.0,1.88675,0.1470382603270318,2.009,20.792250000000003,0.5159240092623458,21.502
nltk,3.396,0.19605781460239388,3.679,4.0,0.219,0.03472751070837067,0.251,3.01875,0.1256698717539993,3.2039999999999997
nltools,18.723,,18.723,1.0,1.439,,1.439,16.36,,16.36
nodejs,2.34425,0.0677563035197956,2.423,4.0,0.26275000000000004,0.021375609153113435,0.29,2.0425,0.06499487159255986,2.12
nose,0.9665,0.06796812978644229,1.067,4.0,0.092,0.008755950357709132,0.10400000000000001,0.83325,0.04938538920234067,0.904
notebook,11.43975,0.08421945539284116,11.499,4.0,0.8394999999999999,0.03425881881598767,0.882,9.854,0.09413465532593926,9.942
notedown,8.404,,8.404,1.0,0.6,,0.6,7.318,,7.318
nrsur7dq2,4.37775,0.7358624758291004,5.113,4.0,0.48075,0.03644516428828383,0.531,2.9402500000000003,0.11881182601071325,3.072
nsepy,9.432500000000001,0.12821206391495882,9.562000000000001,4.0,0.6809999999999999,0.05140038910358562,0.733,8.459,0.11266173559228804,8.561
nteract-on-jupyter,15.5805,0.6160652021769563,16.385,4.0,1.5519999999999998,0.06814200858012136,1.611,13.102,0.44024765757468864,13.672
ntlm-auth,0.9055,0.020824664863249732,0.93,4.0,0.0975,0.006608075867199673,0.10400000000000001,0.7757499999999999,0.0208066495781196,0.8029999999999999
num2words,1.77,,1.77,1.0,0.16399999999999998,,0.16399999999999998,1.5730000000000002,,1.5730000000000002
numba,9.556500000000002,7.068398899326495,20.159000000000002,4.0,0.5905,0.02230844384233618,0.62,5.377000000000001,0.17192052427405735,5.605
numbagg,6.2495,0.1822754326104682,6.442,4.0,0.61775,0.04748596283815524,0.6579999999999999,5.48625,0.17580742305147393,5.7
numcodecs,3.4560000000000004,,3.4560000000000004,1.0,0.371,,0.371,3.008,,3.008
numexpr,3.1975,0.08739755908109426,3.318,4.0,0.31375000000000003,0.03175295261861486,0.35700000000000004,2.8207499999999994,0.0913578130211097,2.9560000000000004
numpoly,3.3080000000000003,,3.3080000000000003,1.0,0.405,,0.405,2.792,,2.792
numpy,3.137,0.09066421565314527,3.214,4.0,0.31375,0.010874281585465764,0.32299999999999995,2.782,0.0825711814133724,2.846
numpy_financial,3.21,,3.21,1.0,0.375,,0.375,2.7560000000000002,,2.7560000000000002
numpydoc,5.81125,0.22699834801160948,6.0729999999999995,4.0,0.49875,0.01802544497832623,0.518,4.951499999999999,0.24066920589611515,5.257999999999999
nvidia-ml-py3,1.6280000000000001,,1.6280000000000001,1.0,0.2,,0.2,1.413,,1.413
oasislmf,17.137999999999998,,17.137999999999998,1.0,1.4480000000000002,,1.4480000000000002,14.63,,14.63
oauth,1.5564999999999998,0.05716350817319271,1.626,4.0,0.17049999999999998,0.02567099530598687,0.203,1.3505,0.053119362445973185,1.392
oauth2client,1.93675,0.08037153310304176,1.986,4.0,0.16774999999999998,0.020467453839368162,0.19399999999999998,1.64625,0.0774569773056846,1.6969999999999998
oauthlib,1.0055,0.028524842973567208,1.037,4.0,0.11349999999999999,0.018266545011760348,0.139,0.8592500000000001,0.025473842793474755,0.89
obspy,21.1755,15.106039708231492,43.833999999999996,4.0,9.60225,0.16793525538135215,9.783,16.95375,0.3491240228533884,17.476
octave-kernel,5.66275,0.2823867029447385,5.934,4.0,0.403,0.057265463704866064,0.47600000000000003,4.88325,0.26419989275798994,5.206
octave_kernel,5.848,,5.848,1.0,0.429,,0.429,5.029,,5.029
okada_wrapper,1.9409999999999998,,1.9409999999999998,1.0,0.218,,0.218,1.402,,1.402
okpy,5.94825,0.164969441614702,6.1,4.0,0.546,0.07477076077362504,0.621,5.04225,0.12424002307361912,5.159
olefile,1.64125,0.08220857619494464,1.7380000000000002,4.0,0.19075000000000003,0.01977161264709247,0.21100000000000002,1.428,0.0810966501568756,1.524
ome-zarr,24.046999999999997,,24.046999999999997,1.0,1.869,,1.869,20.717,,20.717
omegalpes,10.847999999999999,,10.847999999999999,1.0,0.953,,0.953,9.545,,9.545
open3d,39.754,,39.754,1.0,4.143,,4.143,34.205999999999996,,34.205999999999996
opencv,0.78,,0.78,1.0,0.086,,0.086,0.639,,0.639
opencv-contrib-python,5.3805000000000005,0.5152064311192812,6.151,4.0,0.60625,0.03966001344763605,0.637,4.54075,0.20165048144417297,4.823
opencv-python,5.2335,0.16804066968048748,5.409,4.0,0.5835,0.023014488190413195,0.614,4.531499999999999,0.16585234396896542,4.772
opencv-python-headless,4.6005,0.19202170016259404,4.8469999999999995,4.0,0.492,0.03520416642008924,0.52,4.04725,0.15418035975225025,4.256
openfermion,29.498,,29.498,1.0,2.458,,2.458,26.314,,26.314
openpyxl,1.2165,0.07134189979715042,1.2819999999999998,4.0,0.11975,0.0256953303150592,0.156,1.043,0.09121037952630906,1.12
openrouteservice,2.1,,2.1,1.0,0.171,,0.171,1.474,,1.474
opt-einsum,3.15725,0.10316128149649935,3.279,4.0,0.3165,0.02610874693788782,0.342,2.7885000000000004,0.11593820192959124,2.935
optional-django,1.6150000000000002,0.09098351499035426,1.735,4.0,0.185,0.015340577998671794,0.196,1.4012499999999999,0.09023811094358454,1.507
optlang,8.729,,8.729,1.0,0.992,,0.992,7.593,,7.593
orderedmultidict,0.981,,0.981,1.0,0.059000000000000004,,0.059000000000000004,0.883,,0.883
ortools,2.498,0.16901479225203922,2.701,4.0,0.27,0.02273030282830975,0.304,2.039,0.10537868222115268,2.166
os,0.821,,0.821,1.0,0.114,,0.114,0.653,,0.653
os-win,8.344999999999999,0.10768162950723587,8.448,4.0,0.6192500000000001,0.05992982006758682,0.705,7.1765,0.11080463287546499,7.311
os_command_py,0.96,,0.96,1.0,0.11699999999999999,,0.11699999999999999,0.774,,0.774
oscovida,39.389,0.6341414143023106,40.303000000000004,4.0,3.49775,0.1849709436641333,3.775,33.81275,0.537185489379598,34.455
oset,1.5535,0.05365631370118533,1.605,4.0,0.168,0.017907168024751046,0.184,1.35175,0.061905169412578086,1.426
osfclient,2.31,,2.31,1.0,0.18899999999999997,,0.18899999999999997,1.972,,1.972
osm2gpd,10.707749999999997,0.21592957957013045,11.020999999999999,4.0,0.8385,0.026938200880286447,0.868,9.472,0.1165189541090485,9.604
osmnx,13.448,0.337829345478847,13.878,4.0,0.9055,0.08826664149042944,1.006,11.9785,0.2261054326341292,12.225
osmxtract,8.411,,8.411,1.0,0.568,,0.568,7.382999999999999,,7.382999999999999
otoole,23.250999999999998,,23.250999999999998,1.0,1.8519999999999999,,1.8519999999999999,20.02,,20.02
overpass,2.045,,2.045,1.0,0.155,,0.155,1.662,,1.662
owslib,3.21,0.13058841194123366,3.404,4.0,0.316,0.021494185260204655,0.33899999999999997,2.69775,0.13962181061710932,2.885
packaging,1.108,0.05525094267672429,1.171,4.0,0.10350000000000001,0.018912077270005715,0.12300000000000001,0.9495,0.06255397669213365,1.04
palettable,1.0242499999999999,0.0824515008959812,1.097,4.0,0.106,0.01976528944049813,0.125,0.8714999999999999,0.05765125034781699,0.912
pamela,0.845,0.08442748367682175,0.9390000000000001,4.0,0.08575,0.005678908345800279,0.092,0.70975,0.05877853916751135,0.76
panda,2.557,0.06626210581219576,2.638,4.0,0.24500000000000002,0.019629909152447292,0.268,2.1755,0.0934326852159706,2.276
pandas,6.56925,0.259007561022196,6.8839999999999995,4.0,0.44499999999999995,0.0531789432012333,0.49200000000000005,6.0205,0.2467853318169458,6.274
pandas-bokeh,11.611999999999998,0.34628215855474365,11.970999999999998,4.0,1.2255,0.05914107427724556,1.3130000000000002,10.07325,0.24169178030430932,10.405
pandas-datadict,7.34225,0.602150244263561,7.982,4.0,0.49725,0.031616187836823954,0.523,6.671,0.569744387130463,7.2589999999999995
pandas-datareader,8.03425,0.26996959705369294,8.321,4.0,0.6435,0.11574829012415976,0.8079999999999999,7.116,0.2691430846222879,7.359
pandas-flavor,7.107,,7.107,1.0,0.49200000000000005,,0.49200000000000005,6.482,,6.482
pandas-fpl,13.651499999999999,0.40645007893549134,14.002,4.0,0.815,0.05696782717756872,0.865,12.19925,0.3466885009149657,12.565999999999999
pandas-gbq,14.78325,0.21656619465342783,15.017999999999999,4.0,0.9592499999999999,0.08071503370913413,1.035,13.1085,0.14502988197839262,13.267999999999999
pandas-profiling,12.71875,0.3400415415798492,13.127,4.0,5.68375,0.4403895056273104,6.336,13.879,0.5387912397209152,14.487
pandas_datareader,8.20775,0.27467238060399635,8.482999999999999,4.0,0.60175,0.04852061417583253,0.648,7.314500000000001,0.21819028392666762,7.579
pandas_gbq,14.477,,14.477,1.0,0.872,,0.872,12.687000000000001,,12.687000000000001
pandas_profiling,12.645499999999998,0.31602162373272247,13.110999999999999,4.0,5.61625,0.1665160152457816,5.765,13.873249999999999,0.1674343154792351,14.019
pandoc,1.8227499999999999,0.011086778913041623,1.837,4.0,0.21750000000000003,0.01287115638420521,0.22899999999999998,1.53925,0.02672545602978557,1.57
pandocfilters,1.54575,0.02865164335019313,1.581,4.0,0.18375,0.029010055727856386,0.212,1.3387499999999999,0.013073510112692359,1.357
panel,10.89725,0.3471381809404824,11.322000000000001,4.0,1.028,0.06785769423334882,1.094,9.366249999999999,0.12234752415421697,9.495
papermill,8.333,0.25620174342368096,8.641,4.0,0.5475,0.06610345427182052,0.636,7.1335,0.21515653216515024,7.38
param,0.99525,0.06430850125242642,1.082,4.0,0.10050000000000002,0.014387494569938165,0.11900000000000001,0.8242499999999999,0.04581393528902167,0.888
paramiko,2.9442500000000003,0.12115933036020513,3.091,4.0,0.1845,0.013228756555322957,0.196,2.60825,0.14438230500999777,2.765
parse,1.624,,1.624,1.0,0.20199999999999999,,0.20199999999999999,1.4069999999999998,,1.4069999999999998
parsel,1.989,,1.989,1.0,0.184,,0.184,1.6540000000000001,,1.6540000000000001
parsl,5.755,,5.755,1.0,0.348,,0.348,5.034,,5.034
parso,0.96925,0.03213902093509798,1.014,4.0,0.11099999999999999,0.013515423288475527,0.126,0.8185000000000001,0.04656536624287772,0.8690000000000001
partd,1.1085,0.04093490767873633,1.156,4.0,0.10375,0.005251983752196241,0.107,0.9377499999999999,0.03601272923101869,0.975
particle,1.6340000000000001,0.16529367804002665,1.808,4.0,0.11325,0.006291528696058954,0.11800000000000001,1.33475,0.1104336150514566,1.419
path,0.9475,0.01452583904633398,0.9670000000000001,4.0,0.0945,0.01575859553809708,0.11,0.82025,0.011295279249904937,0.831
path.py,1.07925,0.028040149785619806,1.105,4.0,0.10525,0.01552149047825841,0.121,0.9135,0.03844043010512065,0.971
pathlib,1.6052499999999998,0.07395663143581728,1.67,4.0,0.19175,0.010372238588334397,0.207,1.3815,0.05859749710240748,1.4369999999999998
pathlib2,0.9664999999999999,0.02698765149718169,1.006,4.0,0.10975000000000001,0.01956825660774783,0.139,0.81775,0.00974251849711695,0.83
pathos,1.6059999999999999,,1.6059999999999999,1.0,0.131,,0.131,1.3159999999999998,,1.3159999999999998
pathspec,0.9109999999999999,0.037389838191679806,0.953,4.0,0.1085,0.01723368793961408,0.121,0.7649999999999999,0.03389198528659341,0.8059999999999999
pathtools,1.58925,0.060002083297165464,1.662,4.0,0.1825,0.017368553960150704,0.19899999999999998,1.392,0.05209606511052434,1.456
patool,0.927,,0.927,1.0,0.127,,0.127,0.747,,0.747
patsy,3.3825,0.21528972726692416,3.5669999999999997,4.0,0.35025,0.03944933459514875,0.38799999999999996,2.9545,0.2112857464824988,3.108
pattern,12.72,,12.72,1.0,1.795,,1.795,10.592,,10.592
pbr,0.95075,0.07595338482692304,1.034,4.0,0.10500000000000001,0.006633249580710799,0.11,0.81225,0.08297539796027896,0.9059999999999999
pdfminer,22.111,,22.111,1.0,0.303,,0.303,21.752,,21.752
pdfminer.six,2.894,0.2398013066408661,3.154,4.0,0.25025000000000003,0.02566937215178173,0.28600000000000003,2.52225,0.25324082740874665,2.799
pdpbox,18.43425,0.6315976435463718,19.320999999999998,4.0,1.918,0.11804518908734347,2.029,15.8695,0.14575893340261076,16.078
pelican,4.1297500000000005,0.15472637137863698,4.311,4.0,0.38799999999999996,0.042150523919242885,0.42700000000000005,3.49175,0.11097259421436736,3.65
pendulum,1.607,,1.607,1.0,0.138,,0.138,1.349,,1.349
pep8,0.9175,0.03900854607219632,0.951,4.0,0.11274999999999999,0.03118092365533773,0.159,0.77475,0.06514790863872753,0.835
periodictable,4.4030000000000005,,4.4030000000000005,1.0,0.532,,0.532,3.705,,3.705
persim,14.022,,14.022,1.0,1.2,,1.2,12.571,,12.571
pexpect,0.9630000000000001,0.043566041821583926,1.022,4.0,0.10824999999999999,0.00877021474461525,0.11699999999999999,0.79775,0.0399364077837087,0.852
phe,1.609,,1.609,1.0,0.141,,0.141,1.4280000000000002,,1.4280000000000002
phik,13.200249999999999,0.1951945610581062,13.345,4.0,0.99475,0.04918248333163607,1.047,11.78475,0.2554308451747087,12.155999999999999
photutils,5.579,,5.579,1.0,0.467,,0.467,4.973,,4.973
pickle-mixin,1.63,0.1053312236075641,1.757,4.0,0.1835,0.017019596548292992,0.207,1.3767500000000001,0.06039522608065418,1.4380000000000002
pickleshare,0.89075,0.026043233286210804,0.915,4.0,0.09350000000000001,0.009678154093971979,0.10800000000000001,0.7695,0.034961884007206116,0.802
pigar,5.0680000000000005,,5.0680000000000005,1.0,0.392,,0.392,3.8680000000000003,,3.8680000000000003
pika,1.02,,1.02,1.0,0.106,,0.106,0.878,,0.878
pillow,1.7654999999999998,0.025514701644346216,1.8030000000000002,4.0,0.1385,0.026888659319497514,0.17600000000000002,1.571,0.032114378918691906,1.6059999999999999
pingouin,20.499,0.5145723143219678,21.121,4.0,1.5037500000000001,0.0612556119878007,1.538,18.41,0.38878700252623327,18.757
pint,1.91175,0.09810665964483085,1.983,4.0,0.12375,0.009429563439877085,0.13699999999999998,1.6685,0.08866604009803675,1.73
pip,0.757,0.021587033144922933,0.77,4.0,0.08800000000000001,0.02449489742783178,0.122,0.6652500000000001,0.03152115691616241,0.703
pip-autoremove,0.903,,0.903,1.0,0.08800000000000001,,0.08800000000000001,0.787,,0.787
pip-tools,1.839,0.0749088334799931,1.936,4.0,0.1255,0.01519868415357066,0.136,1.59225,0.06187824065587728,1.671
pipdeptree,0.83,,0.83,1.0,0.102,,0.102,0.701,,0.701
pipenv,4.675,,4.675,1.0,0.377,,0.377,4.073,,4.073
pipreqs,2.7305,0.042836899981207856,2.785,4.0,0.26875000000000004,0.021561926320870943,0.28800000000000003,2.31375,0.11920116050889212,2.443
pkgconfig,0.871,0.043908996800200356,0.909,4.0,0.08475,0.009178779875342914,0.094,0.749,0.043143172499635736,0.787
pkginfo,0.9025,0.04885693400122446,0.96,4.0,0.0945,0.017559422921421222,0.115,0.77525,0.039212030466852114,0.8170000000000001
plac,0.9045000000000001,0.0537246064046386,0.971,4.0,0.10125,0.019155068954891982,0.125,0.77075,0.04470924587450196,0.8320000000000001
plantcv,27.454,1.041764208766393,28.699,4.0,2.1005000000000003,0.11427889860628976,2.195,23.873,0.24052304116930937,24.043000000000003
plotly,7.358499999999999,0.18264811341301435,7.629,4.0,1.1517499999999998,0.06130456752967122,1.239,6.10225,0.1205774301711008,6.276
plotly-express,18.06425,0.3217984617738254,18.383,4.0,1.9125,0.04154114426284692,1.9709999999999999,15.932749999999999,0.35100462959909917,16.297
plotly-geo,1.6044999999999998,0.10230835742987972,1.7530000000000001,4.0,0.20124999999999998,0.03713376720273161,0.253,1.31825,0.07347278407682675,1.423
plotly.express,18.29325,0.1619801942625483,18.497,4.0,1.91475,0.10030412088576748,2.042,16.136,0.21363676337809032,16.426
plotly_express,18.505,,18.505,1.0,1.895,,1.895,16.375,,16.375
plotnine,15.057,0.5271868738881876,15.812000000000001,4.0,1.10175,0.05563197521809437,1.176,13.647499999999999,0.5388162952250063,14.402000000000001
pluggy,1.321,0.049112116631234805,1.3840000000000001,4.0,0.11274999999999999,0.010594810050208552,0.11900000000000001,1.12975,0.05144171459039834,1.178
plumbum,0.888,,0.888,1.0,0.09,,0.09,0.757,,0.757
ply,0.89775,0.04369115089656788,0.941,4.0,0.1175,0.024677925358506138,0.15,0.75175,0.04156420735841516,0.7909999999999999
pmdarima,15.41025,0.295457131690312,15.767999999999999,4.0,1.1512499999999999,0.11891278316480526,1.261,13.885499999999999,0.2815344857502652,14.290999999999999
pomegranate,36.589,,36.589,1.0,1.06,,1.06,35.162,,35.162
portpicker,2.122,,2.122,1.0,0.087,,0.087,0.7509999999999999,,0.7509999999999999
post,0.797,,0.797,1.0,0.086,,0.086,0.649,,0.649
pot,7.587000000000001,,7.587000000000001,1.0,0.5760000000000001,,0.5760000000000001,6.817,,6.817
powerlaw,9.75,0.2952896882723813,10.185,4.0,0.7987499999999998,0.07156989590603022,0.872,8.75,0.26271023327359516,9.144
poyo,0.909,,0.909,1.0,0.098,,0.098,0.762,,0.762
pprint,0.74925,0.02440457607362466,0.769,4.0,0.08725,0.016500000000000004,0.109,0.636,0.036941395028702806,0.667
pprintpp,1.036,,1.036,1.0,0.105,,0.105,0.6890000000000001,,0.6890000000000001
pqdict,1.032,,1.032,1.0,0.08900000000000001,,0.08900000000000001,0.847,,0.847
praw,2.4225,0.08259338149432228,2.4859999999999998,4.0,0.18325,0.011701139545645394,0.196,2.0734999999999997,0.07913069358135712,2.1719999999999997
prawcore,1.909,,1.909,1.0,0.18,,0.18,1.5919999999999999,,1.5919999999999999
pre-commit,3.1239999999999997,,3.1239999999999997,1.0,0.22699999999999998,,0.22699999999999998,2.679,,2.679
prefect,9.628,,9.628,1.0,0.597,,0.597,8.33,,8.33
preshed,1.0755,0.036207733980463334,1.113,4.0,0.10675,0.008808140174482539,0.11699999999999999,0.90625,0.029837057495671372,0.9359999999999999
prettytable,1.36,0.06710687992548417,1.4580000000000002,4.0,0.119,0.021494185260204676,0.149,1.15725,0.06560678318588693,1.255
primer3plus,5.727,,5.727,1.0,0.439,,0.439,4.675,,4.675
prince,14.83925,0.5932955278217882,15.664000000000001,4.0,1.07175,0.05132494520211389,1.133,13.428,0.46279080947371254,14.069
print-function,0.93475,0.08151635827652431,1.046,4.0,0.09824999999999999,0.019102792117035316,0.11199999999999999,0.74025,0.02238116767880228,0.7709999999999999
progress,1.5230000000000001,,1.5230000000000001,1.0,0.225,,0.225,1.268,,1.268
progressbar2,1.14925,0.06773662229547614,1.209,4.0,0.11399999999999999,0.024752104287649294,0.147,0.9534999999999999,0.052086466572421615,1.023
prometheus-client,0.9492499999999999,0.03192047409840059,0.975,4.0,0.10775,0.007041543391425864,0.11699999999999999,0.8094999999999999,0.036134009833765524,0.846
prometheus_client,0.94275,0.03693575503492517,0.988,4.0,0.0935,0.0114455231422596,0.107,0.8094999999999999,0.050980388386123565,0.856
promise,1.70625,0.038672772506420316,1.7469999999999999,4.0,0.19874999999999998,0.006652067347825027,0.207,1.4800000000000002,0.03455430508634201,1.516
prompt-toolkit,1.29,0.029698484809835047,1.3230000000000002,4.0,0.13575,0.02013909961575575,0.154,1.1059999999999999,0.011045361017187344,1.12
prompt_toolkit,1.3387499999999999,0.06845132090276519,1.393,4.0,0.13175,0.010307764064044149,0.14300000000000002,1.1515,0.06614378277661469,1.218
protobuf,1.4725,0.06419501538281619,1.53,4.0,0.121,0.031580584752872023,0.147,1.298,0.07882047111421417,1.386
prov,3.7489999999999997,,3.7489999999999997,1.0,0.38799999999999996,,0.38799999999999996,3.194,,3.194
psutil,1.335,0.08194713743220884,1.4509999999999998,4.0,0.10799999999999998,0.008445906306213289,0.11599999999999999,1.181,0.08202438661763943,1.291
psycopg2,5.281499999999999,0.11794207617866205,5.393,4.0,0.5585,0.05397221507405451,0.605,4.629,0.10765686229869406,4.725
psycopg2-binary,1.25075,0.05906140872007706,1.318,4.0,0.11225,0.026725456029785537,0.14300000000000002,1.08425,0.07176988690716089,1.188
ptyprocess,0.89875,0.0329178269837687,0.924,4.0,0.09675000000000002,0.014908051515875582,0.11800000000000001,0.77375,0.027219784471348558,0.809
public,1.681,,1.681,1.0,0.22,,0.22,1.4240000000000002,,1.4240000000000002
pulp,2.53925,0.09199411213043282,2.63,4.0,0.32999999999999996,0.062021501647950034,0.38299999999999995,2.07275,0.04150000000000001,2.119
pvlib,10.981,,10.981,1.0,1.05,,1.05,9.705,,9.705
py,0.9842500000000001,0.048238124618051555,1.028,4.0,0.10325000000000001,0.0205,0.127,0.848,0.05013315602805526,0.907
py-cpuinfo,1.6580000000000001,0.02119748412744618,1.681,4.0,0.18974999999999997,0.018463928798245165,0.215,1.43375,0.028170611163645897,1.4709999999999999
py2neo,6.053999999999999,,6.053999999999999,1.0,0.466,,0.466,5.234,,5.234
py3dmol,0.8725,0.057853262656482954,0.941,4.0,0.10775000000000001,0.013696106502701175,0.127,0.7282500000000001,0.037169656083065036,0.7659999999999999
py4j,1.02925,0.014795832746644125,1.043,4.0,0.12375,0.023570815287837058,0.149,0.8625,0.02428305307548169,0.8909999999999999
pyarrow,4.337,0.0987150782133443,4.453,4.0,0.4585,0.02142428528562856,0.47600000000000003,3.82175,0.08729786175311903,3.912
pyasn1,1.03325,0.024689741459426713,1.063,4.0,0.11374999999999999,0.01021028892833107,0.122,0.882,0.025416530054277672,0.919
pyasn1-modules,1.288,0.04197618372363071,1.317,4.0,0.13325,0.012010412149464307,0.146,1.1055000000000001,0.031160872901765668,1.136
pyaudio,1.66,,1.66,1.0,0.23,,0.23,1.413,,1.413
pybids,14.270999999999999,0.2536335939894392,14.552999999999999,4.0,1.143,0.0579655069847578,1.207,12.66075,0.15552572134537615,12.831
pybigwig,1.64625,0.05179044313384479,1.705,4.0,0.18324999999999997,0.017114808402861746,0.2,1.4260000000000002,0.03556215216584432,1.4580000000000002
pybind11,0.92825,0.05461608432198953,0.988,4.0,0.10275,0.0043493294502333,0.107,0.7847500000000001,0.05304950518148117,0.838
pybtex,1.5835,0.0732051910727648,1.671,4.0,0.17325000000000002,0.02614542662366276,0.20600000000000002,1.303,0.03880721582386452,1.3330000000000002
pybtex-docutils,1.96975,0.10126656243137062,2.0580000000000003,4.0,0.18425,0.02045116133621756,0.20199999999999999,1.6035,0.0978655540354556,1.696
pycaret,38.985749999999996,0.9754203794603991,40.404,4.0,7.3157499999999995,0.4736288103568024,7.665,37.061749999999996,1.0757299459746732,38.292
pyccel,11.963,,11.963,1.0,1.3769999999999998,,1.3769999999999998,10.363,,10.363
pychord,0.941,,0.941,1.0,0.114,,0.114,0.7190000000000001,,0.7190000000000001
pycocotools,12.01475,0.0826856497021508,12.097000000000001,4.0,6.5015,0.1391557879979604,6.694,14.147000000000002,0.08283718971573065,14.265
pycodestyle,0.895,0.019933221850301393,0.915,4.0,0.10300000000000001,0.011165422816296153,0.11800000000000001,0.76225,0.021792582836062956,0.794
pycompare,8.757,,8.757,1.0,0.684,,0.684,7.885,,7.885
pycosat,1.5725000000000002,0.0394841740447992,1.629,4.0,0.18175,0.020353132437047613,0.19699999999999998,1.3519999999999999,0.04574567374808984,1.395
pycountry,2.73775,0.1252208049806419,2.9139999999999997,4.0,0.453,0.010488088481701527,0.466,2.29575,0.11664011602646263,2.457
pycparser,1.0499999999999998,0.03293427798915094,1.072,4.0,0.12625,0.0243909136086918,0.142,0.8887499999999999,0.009215023964519392,0.9
pycrypto,7.46725,0.045154364868377816,7.5089999999999995,4.0,0.42974999999999997,0.02998193900778709,0.46399999999999997,7.0385,0.016196707484341523,7.06
pycryptodome,1.60675,0.092611644336264,1.659,4.0,0.14550000000000002,0.023101226518664895,0.18,1.42025,0.08120909226599368,1.48
pyct,1.104,,1.104,1.0,0.124,,0.124,0.915,,0.915
pycurl,6.975,0.22524061208701515,7.132999999999999,4.0,1.06025,0.04375214280466738,1.11,5.71825,0.1604189826672641,5.925
pydantic,1.75975,0.10546523913909579,1.855,4.0,0.189,0.0313368792319848,0.23,1.49775,0.08766365647556962,1.565
pydata-sphinx-theme,6.3485,0.19914567532336727,6.642,4.0,0.494,0.026658332030842953,0.523,5.2655,0.14985882245188875,5.43
pydataset,7.732,,7.732,1.0,0.723,,0.723,6.875,,6.875
pydeck,14.216,0.4421892505854631,14.713,4.0,1.09225,0.07041484218543703,1.189,12.17075,0.44022522644664563,12.774000000000001
pydgrid,1.138,,1.138,1.0,0.11199999999999999,,0.11199999999999999,0.9490000000000001,,0.9490000000000001
pydicom,1.80525,0.0821599050632363,1.88,4.0,0.25375000000000003,0.013225606476327152,0.271,1.5035,0.07683098333354835,1.5759999999999998
pydispatcher,1.696,,1.696,1.0,0.207,,0.207,1.463,,1.463
pydocstyle,1.1295000000000002,0.10025467570143552,1.234,4.0,0.131,0.014832396974191331,0.14400000000000002,0.95,0.09045072323278204,1.05
pydoe,6.857,,6.857,1.0,0.7509999999999999,,0.7509999999999999,6.023,,6.023
pydot,1.078,0.019646882704388507,1.101,4.0,0.1135,0.02015771151032113,0.131,0.9184999999999999,0.03895724151767777,0.9690000000000001
pydotplus,1.8697499999999998,0.10821390853305327,1.962,4.0,0.20625,0.015713582235335994,0.22,1.61625,0.10837704246441364,1.712
